word,start,end,mean_pitch,max_pitch,min_pitch
" field,",46.82,47.24,156.80009642019618,242.33079132848192,119.25873633190282
 or,47.4,48.22,,,
 else,48.22,48.54,115.54096705359159,126.74308480029566,75.00952161122738
 would,48.54,48.7,116.18484177701743,118.12602915249595,114.24365440153889
 have,48.7,48.86,107.87888777275914,114.89655466054705,94.04322162836394
 to,48.86,49.04,106.58898670809029,114.39216612105739,95.87531203580734
 capitulate,49.04,49.58,108.61344089176676,127.27272328152816,80.2826796519235
 for,49.58,49.92,136.19693624728149,237.84422071606494,98.4457974030395
 landing.,49.92,50.14,112.44697208969873,118.67440743991516,105.89969242422607
 And,50.16,50.28,118.13136857780808,119.49162189389278,116.86479048402529
 the,50.28,50.28,,,
 lack,50.28,50.28,,,
 of,50.28,50.3,,,
 food,50.3,50.6,117.94334383281658,126.02209685253423,98.25987688818202
 and,50.6,50.86,108.06807013027706,117.34574348693674,81.75105071341089
 ammunition.,50.86,51.22,105.50331263073753,108.84384820776287,99.7557636639447
 These,51.96,52.6,130.75814650221255,157.7687566608884,97.9117269421851
 were,52.6,52.88,174.7095611446966,198.3527327680456,148.8733916425239
 the,52.88,53.14,150.27368855709364,165.90476383321806,137.78950204908065
 hard,53.14,53.56,137.44242488243952,149.00866094934221,114.29716230027793
 and,53.56,53.78,117.87097033224907,133.83523578933207,106.55612404972946
 heavy,53.78,54.1,123.57416405891983,134.44731618235448,111.067217304317
 tidings,54.1,54.8,122.43496852460318,215.16245555865586,77.30876563546092
 for,54.8,55.38,,,
 which,55.38,56.3,128.56220801616456,152.44118571298833,106.32988505424282
 I,56.3,56.5,137.3674594682092,146.02560773453237,130.64401528551772
 called,56.5,56.92,135.72635052474305,158.24146749005476,118.01535226509976
 upon,56.92,57.14,141.05594575641433,160.40578039474366,98.40175205659837
 the,57.14,57.34,115.03567990378338,122.78858254244518,101.59473777049654
 House,57.34,57.6,101.32635381014688,112.8046535181935,87.36325650076296
 and,57.6,58.86,160.9782427613397,270.4366866831002,78.45316584154814
 the,58.86,59.06,118.1467756288188,125.40442946161508,108.08096213113105
 nation,59.06,59.34,123.50964379229528,130.36184803423825,109.1800039129494
 to,59.34,59.7,91.33540721584357,94.12031147226567,87.29441837126832
 prepare,59.7,60.1,168.68715783662404,233.73367055318482,109.44736548562554
 themselves,60.1,60.6,117.23307304798328,150.57080157997245,91.6749722518375
 a,60.6,61.02,104.61926712564723,113.91112038025325,96.07100584038812
 week,61.02,61.18,120.6574162128813,128.375516656973,113.33962681381526
 ago.,61.18,61.44,125.99484517597243,216.76900809954577,107.61814360056825
 The,63.36,64.0,,,
 whole,64.0,64.34,141.44225652790732,183.43985652222852,98.87000129619845
 root,64.34,65.26,146.07687906600225,182.2239154383562,84.08882236174102
 and,65.26,65.54,138.44940916425065,164.97642015625803,88.66984261990544
 core,65.54,65.98,113.23245333717296,156.47279292948974,90.91312860538864
 and,65.98,66.5,108.88943921247053,153.21754103219462,76.24758848813089
 brain,66.5,66.86,110.42416176685937,152.41260857012986,84.79818267118068
 of,66.86,67.08,116.37443560640436,149.3978547564727,96.91475485341722
 the,67.08,67.22,98.87765986983106,104.57900274685515,96.51666283054693
 British,67.22,67.42,120.04715724197749,143.57898828709943,102.25917623847816
" Army,",67.42,67.82,114.80900260496401,147.28990633131366,92.27197087169547
 on,67.98,69.02,87.51967492532715,98.38425280600822,76.65509704464608
 which,69.02,69.3,115.90144740808611,124.51756989042539,97.4858644151893
 and,69.3,69.74,147.40481368246498,161.90366143588207,109.47683900065294
 around,69.74,70.1,104.8689140311751,117.89387475687202,97.80299780277397
 which,70.1,70.48,131.13894827804995,149.1421479244612,111.4921826465248
 we,70.48,71.32,109.95765079546875,148.32657640970982,76.81283037737924
 were,71.32,71.72,112.7530678798202,125.4974879795482,98.55489791471436
 to,71.72,71.96,131.48753623485362,139.27869217602958,116.48469634931621
 build,71.96,72.34,107.87891786557329,138.88750696654083,90.84939368970765
 and,72.34,73.0,140.95342578103478,153.135682024321,116.0858276458553
 are,73.0,73.26,92.85445841465346,99.0370666742284,89.13728877660728
 to,73.26,73.54,197.51081457765548,207.99489154327347,178.19512619803862
" build,",73.54,73.9,101.73392019580318,133.5770167603209,86.9767937836744
 the,74.78,75.42,,,
 great,75.42,75.72,98.37132466925372,123.74435808075063,78.89662441927855
 British,75.72,76.18,148.68731124157443,247.54303387230004,103.467051607718
 Army,76.18,76.6,116.8814399059933,140.89304892767143,105.1385172141378
 in,76.6,76.82,136.964413082212,144.04173412463322,118.14420308466914
 the,76.82,77.02,110.63241121985551,117.34573216767681,104.15611825462726
 later,77.02,77.28,115.58752184164533,135.3512796582118,104.02393243235468
 years,77.28,77.62,120.05920621463711,131.29409001434735,112.18990238782077
 of,77.62,77.88,119.81576088078008,130.50183012840526,100.79276673007948
 the,77.88,78.0,100.6097423260657,110.55849840138698,87.42404530452752
" war,",78.0,78.3,94.25655381725998,101.94467935046771,87.2896911963487
 seemed,78.9,79.22,145.11081466035648,148.87742418977103,141.09860534691543
 about,79.22,79.54,133.0708505247095,149.52270827390333,115.32625759652902
 to,79.54,79.8,140.10569522453386,144.0886553805372,136.0219946577785
 perish.,79.8,80.08,139.90224717490685,142.9158028855183,135.80882819871383
 They,80.16,80.34,113.55730497562672,130.9680472342744,95.44641002131354
 were,80.34,80.34,,,
 to,80.34,80.34,,,
 perish,80.34,80.34,,,
 upon,80.34,80.44,,,
 the,80.44,80.66,95.87432677836648,99.09368811719114,93.03228490244987
" field,",80.66,81.02,93.13325830835244,105.42591461236533,81.69007183146113
 or,81.2,81.82,85.67166480812072,85.67166480812072,85.67166480812072
 be,81.82,81.96,95.89280731920117,97.19782994603868,93.68475600565465
 led,81.96,82.16,108.43202094637749,112.81071525662924,99.09772478169927
 into,82.16,82.42,104.91979735307359,109.04564208084734,101.11023841116268
 an,82.42,82.64,102.5376269042153,105.35992896378866,95.98270159247924
 ignominious,82.64,83.42,109.39062251246082,119.27678617020835,97.52191927648393
 and,83.42,83.92,98.13459342455758,104.13506532303772,83.27831482463222
 starving,83.92,84.56,125.8030205989482,212.58624348943408,91.43191000068948
 captivity.,84.56,85.28,104.07757470092962,117.78588906229156,97.90088414894187
 The,86.86000000000001,87.54,,,
 enemy,87.54,87.84,170.11838551320068,210.5410338979939,124.45799691478736
 attacked,87.84,88.66,208.54981771255734,213.11452430395576,194.50824416509212
 us,88.66,89.18,165.36595756055297,177.57089777619478,137.40085635786872
 on,89.18,89.7,166.7239149526989,169.48432325490091,163.40549643835226
 all,89.7,89.96,139.01930816335576,142.91124059688389,129.74096045000408
 sides,89.96,90.48,133.86127630871215,150.6761012301767,117.08421311979949
 with,90.48,91.26,115.77660325681833,127.45124179026928,98.7280623851983
 great,91.26,91.52,123.58137070897457,132.35235839563745,116.01277638570768
 strength,91.52,91.82,136.73873828578147,213.24239779781732,97.74358555741969
 and,91.82,92.36,113.15653940261463,120.85749802236721,102.04315420697148
 fierceness.,92.36,93.16,96.40606715135958,114.92008554889999,80.74850655035385
 And,94.1,94.78,110.73803785306227,113.25132793979759,108.67119372965672
 their,94.78,94.94,115.63648852011143,125.7996096500297,106.34684953653367
 main,94.94,95.22,123.61452265877566,128.0752270705797,120.7311502691542
" power,",95.22,95.68,135.4761940434277,241.67612241335218,103.85664620916083
 the,95.84,96.76,126.86098227799226,126.86098227799226,126.86098227799226
 power,96.76,97.1,115.93055027588682,126.9920006009664,90.59314376014387
 of,97.1,97.28,120.94153505821302,125.64029029358049,115.39605191702942
 their,97.28,97.36,120.01243593585232,122.10968111688415,116.80129711671911
 far,97.36,97.72,122.27494511161824,126.99535438830691,112.20974187980138
 more,97.72,97.92,124.2988730708535,127.73456213262834,120.21250500332445
 numerous,97.92,98.26,119.67088233989818,133.14146829185697,111.91507464790443
 air,98.26,98.58,128.21324209493037,224.51273364738583,110.27877189290304
" force,",98.58,98.92,118.61208167351964,121.26509062643929,115.78943883825872
 was,99.2,99.88,121.44248843925057,123.04155303843612,118.54665508066311
 thrown,99.88,100.18,149.79679888496935,180.8487651370204,115.76405070055645
 into,100.18,100.62,161.42265186901668,176.19324078021893,133.24866790579438
 the,100.62,100.84,128.05867460570744,138.3286704820238,110.49346129925136
" battle,",100.84,101.74,118.72263440151252,219.3692279599806,93.52035173664635
 or,101.9,102.58,105.3392107177762,122.09055896352181,88.58786247203058
 else,102.58,102.84,119.60893189212432,127.34728651589806,100.21203776803229
 concentrated,102.84,103.34,163.30249703546494,249.78580924524937,116.12420834888611
 upon,103.34,104.22,101.71026703055234,115.63596440933357,78.22553458988718
 Dunkirk,104.22,104.88,105.6650075150276,117.66798294007413,99.23014796116257
 and,104.88,105.1,100.29992583115029,103.45096045701399,97.2217417699457
 the,105.1,105.22,100.32617293610491,103.4114423683094,97.9540163696801
 beaches.,105.22,105.5,95.32792231687058,102.62125319045181,88.21834423056914
 Pressing,106.94,107.54,183.09084939852676,192.13333821584456,156.69905411733782
 in,107.54,107.74,147.91055643534196,184.21872359030155,118.03110359774709
 upon,107.74,108.52,148.06886260460587,159.2403308629574,100.1277381949832
 the,108.52,108.94,130.79173011952054,142.85052443255753,99.76277195381148
 narrow,108.94,109.18,129.10047056970603,137.83908460443584,121.29360201477802
" exit,",109.18,109.6,118.81675278880563,138.1286248824235,101.7670519858802
 both,109.86,110.82,120.86215455602607,130.99020115412713,109.34338735905189
 from,110.82,111.06,136.86733609905022,145.06126189605044,128.37707430119056
 the,111.06,111.18,128.5708990167408,130.68515008103057,126.21038880822431
 east,111.18,111.36,123.30052105314319,128.32590745906805,119.86648803489558
 and,111.36,111.6,168.65384080303104,255.01824910168034,118.93658140840769
 from,111.6,111.88,113.5849025517431,117.61266622220928,102.90880311420659
 the,111.88,112.02,98.70774828871099,106.06102893050407,87.28735954218433
" west,",112.02,112.32,85.48746034557404,89.39608822424191,82.53209977715315
 the,112.56,113.42,,,
 enemy,113.42,113.72,108.20187947704588,115.41720511525085,97.37702537559929
 began,113.72,114.08,112.45097281764862,114.7566646918808,106.59900568328548
 to,114.08,114.36,110.34487555393108,115.72232517759828,98.28401562861758
 fire,114.36,114.74,108.27313096701444,116.20867134960383,102.1664765437245
 with,114.74,115.3,106.60177595872447,109.0414044457688,98.64654191663396
 cannon,115.3,115.68,115.23010821775809,132.0979171251258,101.49647023003709
 upon,115.68,116.38,109.50850875610936,123.00053128092372,99.75121719787504
 the,116.38,116.56,137.286343247044,142.55002889483512,121.5094864658769
 beaches,116.56,116.92,136.15397223133328,145.1948855976506,120.95525500536853
 by,116.92,117.52,143.00416709319109,149.09145665129319,115.88029983433255
 which,117.52,117.76,155.32993963242765,168.4312332935118,125.41384139699079
 alone,117.76,118.0,159.639740159579,165.8429604149441,151.61866165696742
 the,118.0,118.3,178.92168543793142,191.55614676195768,160.54198758915862
 shipping,118.3,118.56,164.84736181616128,172.9424257164621,156.3894742690007
 could,118.56,118.84,143.2159974198647,155.25524405925415,126.2481673197744
 approach,118.84,119.26,149.1506497492547,237.26237152559517,119.58028478859613
 or,119.26,119.48,131.22069876616862,230.1247956687649,102.97707676514138
 depart.,119.48,119.76,94.60263353345053,102.89069027713956,80.77064171521764
 They,120.44,121.04,,,
 sold,121.04,121.32,137.8647420762133,153.61424721959554,117.82327859074222
 magnetic,121.32,121.96,147.94783985965023,168.47436600211438,123.13445553750446
 mines,121.96,122.54,126.0357166227446,147.9264107886895,97.04991462911848
 in,122.54,122.8,111.9981654287342,118.51167358879458,97.06581156799918
 the,122.8,122.88,115.54546815257478,116.57683112219262,113.58274672435036
 channels,122.88,123.28,109.20903671600202,118.77387156031496,97.567701645275
 and,123.28,123.5,110.36900209738235,118.27498061209953,101.6982194864468
 seas.,123.5,123.78,133.29859755725676,224.94656128753635,82.48729339795268
 They,124.52000000000001,125.12,,,
 sent,125.12,125.34,144.6932675425206,167.64332908911214,124.69519321724488
 repeated,125.34,125.72,163.88073349730132,172.49146685118606,125.85936881168992
 waves,125.72,126.24,151.46023208752194,188.6331660628769,85.41175913593791
 of,126.24,126.6,136.47369174956398,148.10825838391452,117.79253420462328
 hostile,126.6,126.94,124.76547447957647,131.63972451709438,117.84762204362173
" aircraft,",126.94,127.44,121.01757713712229,127.87759308240975,99.27914816066153
 sometimes,127.94,128.88,126.7646979178101,217.64694530228664,112.6496589502706
 more,128.88,129.34,120.06577233759371,227.30820290313866,79.861867361566
 than,129.34,129.56,117.92354868310252,125.37345585974032,108.24954964294704
 a,129.56,129.68,115.29601847816396,118.13747587764962,107.31346506068265
 hundred,129.68,129.92,120.62896938015386,137.2211328424728,94.13173893796501
 strong,129.92,130.32,127.90810238423022,138.0208156810929,113.29973952569237
 in,130.32,130.6,118.64110156479231,130.65439543323103,98.8240091091925
 one,130.6,130.8,110.58445440260354,116.9353433193853,106.30019947057995
" formation,",130.8,131.36,110.57474226845613,221.49441618642692,91.14733440527874
 to,132.06,132.66,,,
 cast,132.66,132.96,132.27847311665255,229.92449079445464,114.54797247013315
 their,132.96,133.22,131.5857551373346,160.33451449438414,117.02455189790194
 bombs,133.22,133.56,142.8361680579425,219.3936548243158,107.1585028766734
 upon,133.56,133.88,106.17170891161396,113.49452892102569,81.2480922356837
 the,133.88,134.06,105.90231792172183,108.60772897483801,96.64102758041562
 single,134.06,134.42,114.18265218900378,128.5945006143829,99.04437331322323
 pier,134.42,134.78,138.8708695125437,235.5422361614697,111.45997653059433
 that,134.78,135.0,106.57249909855881,110.82221531256953,102.70996500658497
 remained.,135.0,135.32,98.93430376745242,106.93018435387316,88.53027098034545
 And,135.48,136.48,78.69170999528545,80.79043656952607,76.77412028872267
 upon,136.48,136.72,145.74728496009956,231.37187268067842,85.25150113238257
 the,136.72,136.9,123.9636301251175,131.7271414642957,112.70565062865974
 sand,136.9,137.24,146.9392256654907,242.91839700516957,124.8664470258876
" dunes,",137.24,137.82,92.70363101210259,149.7011919917122,75.25962580902744
 on,137.82,138.6,,,
 which,138.6,138.92,122.54982883930184,146.54537852950162,92.15283072928091
 the,138.92,139.68,171.59987836469054,261.536616419858,85.02242326099407
 troops,139.68,140.02,115.75820242612804,131.3610353175374,104.74689976368629
 had,140.02,140.8,102.87552563495626,106.41055600245296,100.24079995028302
 their,140.8,141.32,98.77902257621471,111.20380249627449,77.8926956611587
 only,141.32,141.84,136.00987515214183,327.7796155629237,101.36985061037164
 shelter.,141.84,142.8,91.65849949555007,116.5082257917543,77.8446548870339
 Their,143.38,144.06,111.6052419650527,113.08069734960142,110.12978658050397
 U,144.06,144.38,141.97632195190116,174.74674122062356,120.39419320248298
"-boats,",144.38,144.68,172.00826128244492,180.2538431273704,162.04789264632288
 one,144.94,145.38,127.42037428847347,135.3308261634007,108.11838133855372
 of,145.38,145.6,151.2864648317201,163.7545116395625,133.01403263666612
 which,145.6,145.98,142.50873899182432,160.34425336548236,119.72972189469156
 was,145.98,146.28,135.32212506815853,154.42823336321428,115.08045320565022
" sunk,",146.28,146.7,117.42185791313393,131.5328886959414,103.48375160142746
 and,146.88,147.38,119.82441451767254,122.2536733809558,114.9701867065431
 their,147.38,147.52,130.29531867689502,132.2660882997897,123.93881315656422
 motor,147.52,148.02,132.32938032753623,164.3367234040755,121.08494390107882
 launches,148.02,148.46,150.16871000597172,165.05428903183196,124.2909056833035
 took,148.46,148.94,152.41188412105643,235.6970911202091,129.50261803965452
 the,148.94,149.18,151.64315686727994,168.4588471633107,128.3489731223973
 toll,149.18,149.48,141.09614460957292,150.32653841610417,133.15214365538094
 of,149.48,150.88,101.4522724846834,132.55567695155707,75.7259543756476
 the,150.88,151.06,109.79264848258397,116.85894318944712,104.15621237352902
 vast,151.06,151.4,115.71443202147083,128.75676908169183,96.66891807266539
 traffic,151.4,151.96,123.35558300809217,132.42631917852142,97.37809441652213
 which,151.96,152.58,97.39116072319489,100.74907018825719,93.79599442331566
 now,152.58,152.78,106.09147051177452,115.69839753929334,97.36474878876724
 began.,152.78,153.12,106.23783088188954,114.45639143014009,92.78864427490595
 For,153.62,154.26,,,
 four,154.26,154.58,139.2351106476076,158.12769071246063,109.74357273594102
 or,154.58,154.72,165.54704658281457,169.9728621149551,159.83542502928512
 five,154.72,154.86,151.52651520881145,157.91793142465906,141.20726160415276
 days,154.86,155.28,151.5222944914703,236.35696691701762,119.96001948059397
 an,155.28,155.56,125.83823462232817,137.15880298482662,103.0929749299677
 intense,155.56,155.94,155.6008681693316,240.2878770300284,122.5106763009849
 struggle,155.94,156.42,133.17288620284822,149.29141599874032,110.27020223088243
 reigned.,156.42,156.94,106.89875855350375,117.54322901652405,88.71212215545523
 All,157.36,158.04,123.23564282876596,137.13312836998566,109.5519601413066
 their,158.04,158.42,142.74377115536535,148.10930713770165,135.85350830536325
 armoured,158.42,158.88,132.13520924764524,136.1961081609604,128.05102542613136
" divisions,",158.88,159.3,151.84065485855325,251.49097365678418,108.51678922911577
 or,159.6,159.84,106.53737849153049,108.98489171967432,104.08986526338664
 what,159.84,160.0,105.0702107127014,110.62697969450893,102.50575369419016
 was,160.0,160.16,136.0137052795861,223.3451357378118,101.14220406908842
 left,160.16,160.4,106.99605645046495,117.3209046843584,91.34938282873914
 of,160.4,160.56,108.77342551709543,108.77342551709543,108.77342551709543
" them,",160.56,160.74,105.97503602701573,109.90210947165818,99.9199332022813
 together,160.86,161.74,117.04197565139968,123.2521061337565,111.59579340007177
 with,161.74,162.06,157.92590853957182,166.8476657420757,131.82972030514546
 great,162.06,162.38,138.80744491605913,165.82557229810755,101.30676422112484
 masses,162.38,162.86,166.16559845378768,249.1673008261528,122.86363532977283
 of,162.86,163.1,129.36149005231678,141.15100848171005,117.72402785171712
 infantry,163.1,163.4,149.48607823942098,242.86965952851375,119.83855000449158
 and,163.4,163.66,118.17696958757152,127.3869487388502,100.6578328231987
" artillery,",163.66,164.06,110.46768167251095,116.74107505290735,104.47623574764795
 hurled,164.4,165.08,133.44622883339835,150.80788580738806,98.78219070901076
 themselves,165.08,165.38,137.4244538656145,153.58949523557044,108.44215869563975
 into,165.38,165.46,125.24558771472711,132.63520698833878,114.750258166912
 the,165.46,165.46,,,
 sea.,165.46,165.46,,,
 They,165.46,165.46,,,
 held,165.46,165.46,,,
 in,165.46,165.7,130.2623176966339,137.47247695991877,118.10790246381121
 vain,165.7,166.08,108.83758329818788,136.4082662568579,97.1490336308534
 upon,166.08,166.9,101.41763703223597,105.81976493347369,92.74223040481876
 the,166.9,167.08,116.55724289164367,119.00450009417216,110.1151012326782
 ever,167.08,167.38,126.0102748892741,142.47629009584585,95.01913594406535
"-narrowing,",167.38,168.12,114.24972767391385,149.47123078495017,89.09296314049114
 ever,168.12,168.4,114.65914178169321,122.08417735927779,100.48946337597971
-contracting,168.4,169.46,131.53695206503224,242.02606243792675,98.7066190007323
 appendix,169.46,170.1,107.09172304521701,137.55843526912398,77.0079125977587
 within,170.1,171.28,119.55286722256893,128.37144614358144,107.37998633611383
 which,171.28,171.7,146.6191720411498,227.92877875203007,100.93191764598238
 the,171.7,172.7,141.09422594472463,234.04937917475453,99.78014033882049
 British,172.7,172.96,101.63155724543842,116.82498911777782,89.11075235718263
 and,172.96,173.28,93.40103673305765,100.33780393980771,91.03810006202254
 French,173.28,173.54,106.29799401509766,113.9238748152542,99.1757782206878
 armies,173.54,174.12,101.02769835989723,114.04047662792982,90.37476961808916
 fought.,174.12,174.5,86.59864452153215,89.52261380521195,82.80924675360737
 Meanwhile,175.28,176.04,94.45048113043387,98.8069776756392,89.5519897023625
 the,176.04,176.36,103.27701344404801,118.06259867403783,87.52331447169003
 Royal,176.36,176.56,100.50166403046583,103.3261337438753,97.6238152159702
" Navy,",176.56,177.02,107.44262270453996,113.6708081089317,100.44120390895232
 with,177.22,178.34,139.86775813574778,265.5043240522182,88.94424452954857
 the,178.34,178.42,95.30145406636105,97.51834408759144,91.67685445677783
 willing,178.42,178.72,104.43801077928492,123.23323203498923,91.79780786009546
 help,178.72,179.04,116.30242263605999,127.43813467124697,100.21122298478952
 of,179.04,179.26,111.18991113400965,116.81927752139822,102.17398309578878
 countless,179.26,179.62,114.45362764424588,126.84328775299224,95.8042541100238
 merchant,179.62,180.1,118.35487529775737,138.77049139013909,101.9616314281053
" seamen,",180.1,180.74,106.79414887938437,129.04036154422354,93.61287326475392
 strained,181.46,182.02,149.5305935750545,160.90173590969593,136.46674149877921
 every,182.02,182.34,150.21867138773288,159.65013919000256,141.4631315039437
 nerve,182.34,182.68,138.27068910029675,155.6587277749437,124.00262056740502
 to,182.68,182.96,135.44869335711203,143.14287455436764,114.17866539926706
 embark,182.96,183.4,115.78521212925602,131.34444711366496,87.93944619187478
 the,183.4,183.7,128.31618298245687,131.27587283261377,123.04802461247733
 British,183.7,184.18,149.58411849572343,468.5997753901865,96.54546170728588
 and,184.18,184.68,380.82178374425723,474.355406210932,103.18416350148046
 Allied,184.68,185.08,113.0179874595967,119.58266095417335,102.52774835672896
 troops.,185.08,185.54,137.52996217056474,232.66319906073494,100.58432428235244
 Two,186.74,187.5,,,
 hundred,187.5,187.88,140.65546092095306,152.56013018935582,124.96416047347466
 and,187.88,188.04,120.65167029833738,128.82106578561857,106.43032337727132
 twenty,188.04,188.42,137.1876747202781,231.35114175434444,115.1076396617177
 light,188.42,188.72,123.78343444479871,144.01880984469742,110.95008837162693
 warships,188.72,189.44,118.03850280526004,137.94749215695668,89.10571720358082
